day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,WindGustKmph,cloudcover,humidity,precipMM,pressure,visibility,winddirDegree,IsBankHoliday
2014-01-07,11.268233677769064,11.0,8.0,0.0,5.8,2.0,40.0,45.0,48.0,90.0,0.4,1003,10.0,204,0
2014-01-08,11.00615098007843,10.0,6.0,0.0,5.8,2.0,47.0,32.0,53.0,93.0,0.1,1012,10.0,199,0
2014-01-09,11.119571626210153,9.0,4.0,0.0,3.9,2.0,54.0,38.0,61.0,91.0,2.8,1006,9.0,237,0
2014-01-10,11.246991144824872,9.0,3.0,0.0,3.9,2.0,60.0,28.0,43.0,93.0,0.4,1014,9.0,217,0
2014-01-11,11.53897795437008,7.0,1.0,0.0,5.8,2.0,67.0,22.0,48.0,92.0,1.5,1018,10.0,260,1
2014-01-12,12.752337201987016,6.0,2.0,0.0,3.9,1.0,74.0,28.0,45.0,91.0,1.4,1017,10.0,143,1
2014-01-13,11.36455371831956,9.0,4.0,0.0,5.8,2.0,81.0,31.0,46.0,91.0,0.7,1005,9.0,200,0
2014-01-14,11.3336020446172,5.0,1.0,0.0,8.2,2.0,87.0,21.0,51.0,91.0,0.2,1004,9.0,246,0
2014-01-15,11.184849439145838,10.0,5.0,0.0,3.1,2.0,94.0,32.0,97.0,96.0,5.9,999,8.0,189,0
2014-01-16,10.95030754302028,10.0,6.0,0.0,6.9,2.0,100.0,32.0,59.0,90.0,0.6,991,9.0,182,0
2014-01-17,11.13873606425054,9.0,5.0,0.0,6.9,2.0,92.0,34.0,59.0,89.0,0.8,991,8.0,191,0
2014-01-18,11.546570302520676,9.0,6.0,0.0,3.3,2.0,85.0,32.0,70.0,92.0,1.4,992,8.0,151,1
2014-01-19,10.635412507516277,7.0,3.0,0.0,6.9,2.0,79.0,19.0,45.0,90.0,0.2,995,9.0,199,1
2014-01-20,11.4308828747778,7.0,1.0,0.0,8.7,1.0,72.0,10.0,32.0,93.0,0.0,1007,6.0,188,0
2014-01-21,11.370601341502365,6.0,0.0,0.0,6.9,1.0,65.0,18.0,50.0,92.0,0.0,1010,5.0,192,0
2014-01-22,11.109560086859732,9.0,4.0,0.0,6.9,2.0,58.0,23.0,72.0,93.0,4.8,1007,8.0,208,0
2014-01-23,11.300413875620812,7.0,2.0,0.0,6.9,1.0,52.0,30.0,53.0,92.0,0.0,1012,8.0,266,0
2014-01-24,11.409880228867404,7.0,1.0,0.0,3.3,1.0,45.0,21.0,83.0,94.0,2.7,1014,5.0,192,0
2014-01-25,11.620778216969216,10.0,4.0,0.0,6.9,2.0,38.0,30.0,65.0,91.0,0.1,1012,6.0,228,1
2014-01-26,12.729658709094496,8.0,2.0,0.0,5.1,2.0,31.0,36.0,46.0,92.0,0.0,1003,10.0,226,1
2014-01-27,11.75387095609708,7.0,1.0,0.0,6.9,1.0,25.0,37.0,51.0,87.0,0.0,990,10.0,223,0
2014-01-28,11.57017555420616,8.0,3.0,0.0,6.9,2.0,18.0,33.0,65.0,92.0,2.0,985,8.0,173,0
2014-01-29,11.800776505725567,4.0,3.0,0.0,3.4,1.0,11.0,25.0,99.0,98.0,7.25,993,7.0,88,0
2014-01-30,11.68516887183488,6.0,2.0,0.0,3.4,1.0,4.0,13.0,92.0,97.0,3.8,1002,5.0,94,0
2014-01-31,11.857956924876506,7.0,1.0,0.0,5.2,1.0,3.0,32.0,84.0,95.0,2.2,999,6.0,182,0
2014-02-01,11.710581932516307,8.0,4.0,0.0,8.7,2.0,9.0,40.0,53.0,85.0,6.6,990,10.0,207,1
2014-02-02,12.07816435568317,9.0,4.0,0.0,8.7,3.0,16.0,36.0,25.0,85.0,0.1,1004,10.0,212,1
2014-02-03,11.280011482835082,8.0,4.0,0.0,8.7,3.0,23.0,37.0,28.0,86.0,0.0,1004,10.0,143,0
2014-02-04,11.09558443702237,8.0,3.0,0.0,8.7,2.0,30.0,36.0,52.0,84.0,0.4,998,9.0,170,0
2014-02-05,11.415104542432058,8.0,4.0,0.0,7.0,2.0,36.0,48.5,56.0,90.0,7.25,982,9.0,172,0
2014-02-06,11.445403332361687,8.0,5.0,0.0,3.5,2.0,43.0,39.0,67.0,92.0,7.25,990,9.0,188,0
2014-02-07,10.972318254623016,8.0,4.0,0.0,9.7,2.0,50.0,35.0,73.0,89.0,5.3,988,9.0,222,0
2014-02-08,11.569300456201628,9.0,6.0,0.0,9.8,2.0,57.0,47.0,58.0,84.0,7.1,979,9.0,192,1
2014-02-09,12.202967430863952,7.0,3.0,0.0,9.8,2.0,64.0,46.0,51.0,81.0,0.8,984,9.0,217,1
2014-02-10,11.264175173604768,8.0,2.0,0.0,8.3,2.0,70.0,18.0,66.0,93.0,2.5,992,8.0,198,0
2014-02-11,11.452649314027418,5.0,1.0,0.0,8.3,1.0,77.0,35.0,50.0,93.0,3.1,997,10.0,214,0
2014-02-12,11.67909938193202,7.0,1.0,0.0,6.6,2.0,84.0,47.0,58.0,91.0,5.8,995,8.0,200,0
2014-02-13,11.285736726983496,7.0,3.0,0.0,9.9,1.0,91.0,37.0,28.0,80.0,0.1,992,10.0,227,0
2014-02-14,11.816914332021469,10.0,2.0,0.0,6.6,2.0,97.0,45.0,59.0,91.0,7.25,991,9.0,177,0
2014-02-15,11.490469615202231,10.0,4.0,0.0,10.0,2.0,96.0,48.5,36.0,83.0,0.3,987,10.0,223,1
2014-02-16,11.58215902676365,9.0,1.0,0.0,10.1,3.0,89.0,25.0,19.0,86.0,0.0,1006,9.0,228,1
2014-02-17,10.979565988197768,10.0,4.0,0.0,5.0,2.0,82.0,30.0,70.0,90.0,1.4,1008,9.0,171,0
2014-02-18,10.781897981553204,10.0,5.0,0.0,6.7,2.0,76.0,25.0,81.0,94.0,4.3,1008,7.0,201,0
2014-02-19,10.67462360235623,10.0,3.0,0.0,5.1,2.0,69.0,23.0,70.0,93.0,0.3,1011,10.0,230,0
2014-02-20,10.573835396803837,11.0,5.0,0.0,8.3,2.0,62.0,34.0,75.0,93.0,1.0,1002,7.0,203,0
2014-02-21,10.51812649820144,9.0,3.0,0.0,10.2,2.0,55.0,32.0,33.0,85.0,0.2,1003,9.0,228,0
2014-02-22,10.776242109628448,10.0,3.0,0.0,10.3,3.0,48.0,32.0,27.0,84.0,0.0,1009,10.0,223,1
2014-02-23,11.480410763265306,12.0,6.0,0.0,6.9,2.0,42.0,44.0,66.0,91.0,0.3,1011,9.0,186,1
2014-02-24,10.411403084521426,13.0,6.0,0.0,8.5,2.0,35.0,35.0,44.0,85.0,0.1,1006,10.0,175,0
2014-02-25,10.294996596876876,10.0,5.0,0.0,10.0,2.0,28.0,34.0,54.0,87.0,1.1,1001,9.0,186,0
2014-02-26,10.20294532237132,10.0,3.0,0.0,10.8,3.0,21.0,24.0,14.0,85.0,0.5,1012,9.0,224,0
