day,avg_energy,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,IsBankHoliday
2013-05-24,9.557573986601977,8,3,0.0,10.0,2,96,4,1,5,1,27,84,94,11.9,1010,8,6,182,17,0
2013-05-25,9.081062697686136,15,3,0.0,15.7,3,97,5,7,9,7,18,52,78,0.5,1020,15,10,264,13,1
2013-05-26,8.584916572004479,19,5,0.0,16.5,4,91,6,11,12,11,18,33,67,0.0,1018,19,9,301,12,1
2013-05-27,8.556658454031355,16,7,0.0,16.5,4,84,6,10,12,10,21,7,70,0.0,1009,16,8,207,15,1
2013-05-28,8.995475080044802,13,9,0.0,12.4,3,77,10,9,10,9,13,93,96,29.9,1001,13,7,131,9,0
2013-05-29,9.112343037812616,12,7,0.0,12.4,3,70,9,9,10,9,13,94,92,3.0,1004,12,4,295,9,0
2013-05-30,9.050639029112979,13,8,0.0,12.4,3,64,10,9,11,9,20,96,96,5.4,1011,13,5,258,13,0
2013-05-31,8.432458651670713,21,10,0.0,16.6,4,57,12,14,15,14,17,53,85,0.5,1018,21,7,343,12,0
2013-06-01,8.475920649813293,17,8,0.0,15.8,3,50,8,12,13,12,18,35,74,0.2,1023,17,10,294,13,1
2013-06-02,8.737453204296656,17,7,0.0,16.6,4,43,7,12,13,12,17,32,73,0.1,1028,17,9,267,11,1
2013-06-03,8.11301942072829,18,6,0.0,16.6,4,36,7,11,12,11,16,13,73,0.0,1031,18,9,52,11,0
2013-06-04,8.018978894620844,18,5,0.0,16.7,4,30,6,10,12,10,21,17,74,0.0,1027,18,8,36,15,0
2013-06-05,8.012264711376798,20,7,0.0,16.6,4,23,9,12,13,12,16,35,79,0.0,1022,20,7,44,11,1
2013-06-06,7.966878922963378,20,7,0.0,16.6,4,16,9,13,13,13,18,37,77,0.0,1021,20,8,45,13,0
2013-06-07,8.05955094284913,21,8,0.0,16.7,4,9,9,13,14,13,23,20,73,1.0,1023,21,10,45,16,0
2013-06-08,8.269646783395661,18,6,0.0,16.6,4,3,7,10,12,10,23,26,76,0.0,1021,18,10,36,17,1
2013-06-09,9.147056678338945,15,8,0.0,13.4,3,4,8,9,11,9,19,68,80,0.4,1016,15,8,37,14,1
2013-06-10,8.576192998596031,14,9,0.0,13.4,3,11,7,11,11,11,7,78,76,0.7,1016,14,9,85,5,0
2013-06-11,8.458819577203817,16,5,0.0,12.6,3,18,11,12,12,12,20,78,90,1.2,1014,16,5,159,14,0
2013-06-12,8.666901835294118,18,13,0.0,12.6,4,25,13,14,15,14,29,95,91,1.1,1011,18,8,197,20,0
2013-06-13,8.54384331740921,17,12,0.0,13.4,3,31,11,13,14,13,31,80,84,2.1,1011,17,9,228,21,0
2013-06-14,8.204286276146789,18,7,0.0,15.8,4,38,8,13,13,13,22,51,74,0.0,1016,18,9,202,15,0
2013-06-15,8.652165605470215,17,11,0.0,15.8,3,45,10,12,13,12,30,60,79,5.7,1009,17,9,218,20,1
2013-06-16,8.825882187900355,17,10,0.0,16.6,4,52,9,13,14,13,16,51,75,0.9,1014,17,8,200,11,1
2013-06-17,8.224522854533532,19,10,0.0,16.8,5,58,10,14,15,14,22,34,75,0.4,1014,19,9,71,15,0
2013-06-18,8.20618845934807,22,11,0.0,14.2,4,65,15,16,18,16,13,65,89,4.8,1014,22,9,131,9,0
2013-06-19,8.032086533489418,27,14,0.0,16.6,5,72,17,20,20,20,9,54,83,0.2,1015,27,7,218,6,0
2013-06-20,8.1996571750281,20,14,0.0,12.6,4,79,16,16,17,16,12,92,94,4.8,1012,20,8,130,9,0
2013-06-21,8.08216469876335,21,12,0.0,13.4,4,85,14,16,16,16,17,68,87,6.6,1010,21,7,232,11,0
2013-06-22,8.413209815998501,16,11,0.0,12.6,3,92,11,11,13,11,31,81,90,1.3,1007,16,8,208,21,1
2013-06-23,9.00841087190253,16,12,0.0,13.4,3,99,11,12,14,12,30,82,85,1.9,1009,16,10,252,20,1
2013-06-24,8.419859553665855,17,8,0.0,15.0,3,94,8,11,12,11,19,58,78,1.1,1022,17,10,295,14,0
2013-06-25,8.163875350834115,19,8,0.0,16.8,5,87,8,13,14,13,13,25,70,0.1,1029,19,9,291,9,0
2013-06-26,8.036278860813344,20,9,0.0,15.0,4,81,10,15,15,15,11,56,75,1.4,1030,20,10,307,7,0
2013-06-27,8.103375796384414,20,11,0.0,14.2,4,74,10,14,15,14,13,71,78,1.4,1026,20,7,264,10,0
2013-06-28,8.29101761577961,20,11,0.0,12.6,4,67,14,15,15,15,15,97,92,5.6,1020,20,5,283,10,0
2013-06-29,8.108062805605549,21,12,0.0,15.8,4,60,10,16,16,16,15,56,72,0.6,1022,21,9,313,11,1
2013-06-30,8.462441799962512,25,12,0.0,16.7,6,54,14,18,19,18,20,34,75,0.0,1022,25,9,260,14,1
2013-07-01,8.115509840618557,19,11,0.0,13.4,4,47,10,15,15,15,16,65,75,0.1,1017,19,8,265,11,0
2013-07-02,8.248033919715143,21,10,0.0,14.2,4,40,10,14,14,14,16,68,77,0.1,1011,21,9,201,11,0
2013-07-03,8.195046502775174,21,13,0.0,14.2,4,33,13,16,17,16,18,70,81,2.7,1009,21,9,256,13,0
2013-07-04,8.014322513714822,22,10,0.0,15.0,4,26,13,16,17,16,19,52,81,0.7,1019,22,7,241,13,0
2013-07-05,7.970279594175123,25,11,0.0,16.6,6,20,13,18,19,18,12,41,77,0.0,1028,25,7,144,8,0
2013-07-06,7.997509498213279,28,12,0.0,16.7,6,13,15,21,21,21,9,17,73,0.0,1029,28,8,128,6,1
2013-07-07,8.339931338431152,28,16,0.0,16.7,7,6,16,23,23,22,12,4,72,0.0,1031,28,8,104,9,1
2013-07-08,7.968517494300226,25,13,0.0,16.6,6,1,14,19,20,19,19,33,75,0.0,1032,25,8,42,13,0
2013-07-09,7.865052700263504,26,11,0.0,16.6,6,7,11,18,19,18,16,27,66,0.0,1028,26,8,41,12,0
2013-07-10,7.847244306568793,24,12,0.0,16.6,5,14,12,17,18,17,18,12,72,0.2,1025,24,9,30,14,0
2013-07-11,7.7709236267870585,22,8,0.0,16.6,5,21,10,14,15,14,14,39,75,0.0,1025,22,8,37,11,0
2013-07-12,7.815935417510826,25,9,0.0,16.6,6,28,12,17,18,17,9,41,74,0.0,1025,25,8,48,6,0
2013-07-13,7.942879684202598,30,14,0.0,16.5,6,34,17,24,24,23,10,10,70,1.1,1024,30,10,140,7,1
2013-07-14,8.329978903635336,29,17,0.0,16.1,6,41,17,23,23,23,11,17,70,3.3,1024,29,10,210,7,1
2013-07-15,8.066557648662396,31,18,0.0,16.1,7,48,12,23,23,23,9,23,55,0.0,1023,31,10,211,6,0
2013-07-16,8.023428248794728,32,18,0.0,16.1,7,55,15,24,24,24,8,17,61,0.0,1023,32,10,139,5,0
2013-07-17,8.072887361292146,30,17,0.0,16.1,6,62,15,24,24,24,9,19,61,0.9,1024,30,10,131,6,0
2013-07-18,8.00012283381688,27,16,0.0,16.0,6,68,15,22,22,22,15,4,67,0.0,1026,27,10,50,11,0
2013-07-19,7.876776794236203,26,13,0.0,16.0,6,75,14,21,21,20,18,15,69,0.0,1025,26,9,59,14,0
2013-07-20,8.01356375908834,21,14,0.0,12.9,4,82,14,18,18,18,20,81,82,0.3,1023,21,8,52,14,1
2013-07-21,8.193773463644929,27,13,0.0,16.0,5,89,15,20,20,20,15,43,76,0.4,1019,27,8,61,11,1
2013-07-22,8.178838860648321,31,16,0.0,15.9,6,95,16,23,23,23,15,11,70,2.6,1016,31,9,125,10,0
2013-07-23,8.221957390497739,29,18,0.0,15.9,5,98,17,23,23,22,14,45,74,11.4,1014,29,9,151,10,0
2013-07-24,7.879713207169812,26,15,0.0,15.9,6,91,14,20,20,20,15,19,70,0.0,1014,26,10,228,11,0
2013-07-25,7.973942085757405,25,15,0.0,13.5,5,84,14,20,20,20,17,30,73,0.4,1013,25,8,190,12,0
2013-07-26,7.936591656314896,26,13,0.0,11.6,5,77,14,20,20,20,7,47,70,0.5,1012,26,10,192,5,0
2013-07-27,8.07355880734378,27,14,0.0,12.5,5,71,15,21,21,21,8,51,72,3.9,1007,27,10,150,5,1
2013-07-28,8.191858761858006,23,13,0.0,14.5,6,64,13,18,19,18,27,50,74,2.2,1007,23,10,205,20,1
2013-07-29,7.9075539192068,23,15,0.0,13.5,5,57,13,18,19,18,26,43,76,6.5,1011,23,9,207,18,0
2013-07-30,7.99981715081224,20,14,0.0,10.6,4,50,15,16,16,16,21,74,92,5.1,1014,20,9,215,14,0
2013-07-31,7.959776351171137,25,14,0.0,12.5,5,44,15,18,19,18,20,50,84,0.9,1015,25,8,216,14,0
2013-08-01,7.913224153902854,31,15,0.0,14.5,7,37,17,24,24,23,20,33,71,0.0,1010,31,8,163,14,0
2013-08-02,7.983150312232937,26,17,0.0,14.5,5,30,16,22,22,21,17,18,74,0.3,1009,26,10,210,13,0
2013-08-03,7.741152230937972,23,14,0.0,14.5,5,23,12,18,19,18,22,20,68,0.5,1015,23,10,212,16,1
2013-08-04,8.073183503821415,23,13,0.0,12.5,5,17,12,18,19,18,21,58,71,0.0,1019,23,9,199,15,1
2013-08-05,8.000883719852524,25,16,0.0,12.5,5,10,14,19,20,19,19,64,73,2.7,1012,25,8,186,14,0
2013-08-06,7.714011163557238,23,12,0.0,12.5,4,3,11,17,18,17,10,47,70,0.1,1015,23,9,244,7,0
2013-08-07,7.633053588051505,22,13,0.0,11.4,4,4,10,17,18,17,16,48,67,0.0,1014,22,9,49,11,0
2013-08-08,7.667106629147726,25,12,0.0,14.5,6,11,11,18,19,18,11,16,64,0.1,1019,25,10,119,7,0
2013-08-09,7.693744886590909,23,13,0.0,11.4,4,17,12,18,19,18,19,60,71,0.9,1019,23,10,255,13,0
2013-08-10,7.703308085930694,20,12,0.0,13.5,4,24,9,17,17,17,13,45,63,0.2,1022,20,10,283,9,1
2013-08-11,8.01772023505584,22,13,0.0,13.5,4,31,11,17,18,17,17,49,68,0.2,1018,22,9,261,12,1
2013-08-12,7.782435392610837,20,12,0.0,11.4,4,38,9,16,16,16,17,49,65,0.3,1017,20,10,285,11,0
2013-08-13,7.736230055599773,21,10,0.0,13.5,4,44,9,15,15,15,17,29,71,0.2,1021,21,9,294,12,0
2013-08-14,7.710560522371662,23,12,0.0,11.3,4,51,12,17,18,17,12,52,73,0.3,1023,23,9,245,9,0
2013-08-15,7.800674369615458,25,16,0.0,10.3,5,58,15,20,20,20,21,64,76,1.1,1019,25,8,220,16,0
2013-08-16,7.855648540848807,21,15,0.0,11.3,4,65,15,17,18,17,19,67,88,6.5,1015,21,8,208,13,0
2013-08-17,8.007896204819735,23,13,0.0,12.4,4,72,13,17,17,17,24,38,79,0.5,1013,23,7,218,17,1
2013-08-18,8.20290707031547,23,15,0.0,12.4,4,78,13,18,19,18,19,55,74,0.7,1010,23,10,235,14,1
2013-08-19,7.80935943712222,22,12,0.0,14.5,5,85,10,17,18,17,16,21,66,0.0,1019,22,9,297,11,0
2013-08-20,7.660681291016145,23,12,0.0,14.5,6,92,11,18,19,18,10,29,65,0.0,1027,23,10,255,6,0
2013-08-21,7.680573869711356,26,13,0.0,14.5,6,99,12,19,19,19,11,19,68,0.0,1024,26,10,227,7,0
2013-08-22,8.043843435626068,24,16,0.0,12.3,5,95,16,20,20,20,9,62,82,11.9,1020,24,7,165,7,0
2013-08-23,7.820229962935465,26,15,0.0,13.4,5,88,15,21,21,20,16,61,75,0.0,1015,26,6,111,11,0
2013-08-24,8.263016376728242,18,15,0.0,9.9,4,81,16,17,17,17,18,86,92,28.6,1010,18,8,277,12,1
2013-08-25,8.117698534164921,22,13,0.0,9.3,4,74,14,17,17,17,21,67,85,16.4,1013,22,8,147,14,1
2013-08-26,8.141032761771429,24,14,0.0,10.4,5,68,14,18,19,18,15,49,78,0.3,1018,24,7,82,10,1
2013-08-27,7.889872214587698,25,13,0.0,11.6,5,61,13,19,20,19,11,2,70,0.0,1018,25,8,103,8,0
2013-08-28,7.810404607996953,26,15,0.0,11.6,6,54,13,19,19,19,8,8,70,0.0,1022,26,10,125,5,0
2013-08-29,7.747788270753998,24,14,0.0,10.4,5,47,13,19,19,19,13,33,71,0.0,1022,24,9,264,9,0
2013-08-30,7.855049885700685,23,15,0.0,10.4,5,40,15,19,19,19,16,47,78,0.1,1020,23,9,245,11,0
2013-08-31,7.924299237961905,21,14,0.0,11.6,5,34,10,16,17,16,18,34,67,0.0,1025,21,8,331,13,1
2013-09-01,8.419483519451324,21,10,0.0,11.6,5,27,7,14,15,14,17,33,63,0.0,1029,21,10,287,11,1
2013-09-02,8.025300323481241,24,10,0.0,11.6,4,20,13,17,18,17,17,13,77,0.0,1027,24,8,286,11,0
2013-09-03,8.021214435059989,25,15,0.0,9.1,5,13,15,20,20,20,9,35,80,0.1,1027,25,7,187,5,0
2013-09-04,8.030170698475901,28,15,0.0,11.6,5,7,16,22,22,21,11,9,79,0.0,1021,28,7,137,7,0
2013-09-05,8.071030106497714,29,17,0.0,11.6,5,0,16,22,22,22,8,9,73,3.4,1012,29,7,170,4,0
2013-09-06,8.301362960061034,18,13,0.0,10.3,4,7,12,15,15,15,14,44,82,12.8,1009,18,8,247,9,0
2013-09-07,8.313834667391305,18,10,0.0,10.3,4,14,9,13,14,13,18,30,76,1.4,1014,18,10,187,12,1
2013-09-08,8.840215211303851,17,9,0.0,9.1,3,21,9,12,13,12,14,33,80,1.0,1018,17,6,208,10,1
2013-09-09,8.788974642383222,14,9,0.0,7.8,3,27,10,11,11,11,13,47,94,6.7,1016,14,4,178,8,0
2013-09-10,8.718351516078581,16,8,0.0,9.0,3,34,9,10,12,10,23,69,84,0.9,1020,16,7,310,15,0
2013-09-11,8.839153977714178,15,9,0.0,6.5,3,41,10,11,13,11,20,72,85,1.3,1021,15,7,318,14,0
2013-09-12,8.56575233891541,19,10,0.0,7.7,4,48,11,14,14,14,8,80,85,0.4,1019,19,7,240,5,0
2013-09-13,8.829404047374451,21,15,0.0,6.4,4,54,15,17,17,17,9,92,90,20.7,1017,21,8,232,6,0
2013-09-14,9.291982623811341,16,8,0.0,9.0,3,61,9,10,12,10,18,67,87,15.0,1015,16,8,251,13,1
2013-09-15,9.889957584581582,14,7,0.0,7.7,3,68,10,11,12,11,27,49,85,0.8,1010,14,7,241,17,1
2013-09-16,8.952600993502772,14,7,0.0,11.6,3,75,6,8,10,8,27,19,76,0.5,1003,14,10,260,18,0
2013-09-17,9.242429090538991,14,7,0.0,7.7,3,81,8,9,11,9,20,61,84,1.9,1000,14,8,238,13,0
2013-09-18,8.878986432486146,15,9,0.0,11.6,3,88,8,11,12,11,17,45,80,0.6,1003,15,8,311,12,0
2013-09-19,9.116968037282296,17,7,0.0,7.6,3,95,10,11,12,11,23,65,87,1.3,1010,17,5,245,15,0
2013-09-20,8.800316232235835,22,8,0.0,11.6,3,98,10,13,14,13,14,34,83,0.0,1018,22,8,279,9,0
2013-09-21,9.04583946362069,18,9,0.0,6.3,3,91,12,13,13,13,16,71,90,0.7,1024,18,7,229,10,1
2013-09-22,9.5127087561027,22,13,0.0,11.6,4,85,15,17,18,17,11,53,89,0.1,1027,22,5,250,6,1
2013-09-23,8.81850565127419,23,11,0.0,8.8,4,78,14,16,16,16,9,47,87,0.0,1024,23,6,158,6,0
2013-09-24,8.517794253429118,23,10,0.0,11.6,4,71,13,16,17,16,9,35,85,0.0,1016,23,6,120,5,0
2013-09-25,8.55819578480843,22,9,0.0,11.6,4,64,13,16,16,16,6,55,84,0.0,1012,22,7,110,3,0
2013-09-26,8.628415899827585,19,12,0.0,11.6,4,58,11,14,14,14,16,48,81,0.0,1016,19,7,64,10,0
2013-09-27,8.526264570437117,18,10,0.0,11.6,3,51,10,12,13,12,18,19,80,0.0,1016,18,8,82,12,0
2013-09-28,8.996351025445486,20,11,0.0,10.2,4,44,10,13,14,13,25,45,75,0.0,1010,20,10,78,16,1
2013-09-29,9.4408526540525,18,12,0.0,11.6,5,37,10,13,14,13,24,32,74,0.0,1007,18,10,60,16,1
2013-09-30,8.845674203315447,20,12,0.0,11.4,4,30,11,14,15,14,19,59,81,0.4,1007,20,7,80,13,0
2013-10-01,8.918944336756239,18,11,0.0,7.2,4,24,11,14,14,14,21,65,79,0.0,1009,18,9,95,14,0
2013-10-02,8.92958875396277,20,14,0.0,8.6,4,17,13,15,16,15,19,82,84,0.9,1011,20,9,130,13,0
2013-10-03,8.880879439086197,18,14,0.0,7.1,4,10,14,16,16,16,24,81,91,1.3,1009,18,7,135,15,0
2013-10-04,8.70288308711845,19,15,0.0,5.6,4,3,15,17,17,17,25,77,89,0.7,1009,19,9,193,16,0
2013-10-05,9.15231432281106,19,13,0.0,11.2,4,3,12,15,15,15,10,55,84,0.3,1019,19,7,300,7,1
2013-10-06,9.376811946388782,19,11,0.0,11.2,5,10,10,14,14,14,11,18,77,0.0,1025,19,10,259,6,1
2013-10-07,8.94882155080676,20,10,0.0,10.1,4,17,12,15,15,15,13,41,83,0.0,1025,20,7,236,9,0
2013-10-08,8.768964841191163,21,13,0.0,10.1,4,24,13,16,16,16,16,62,86,0.0,1024,21,6,252,10,0
2013-10-09,8.94084204544581,15,9,0.0,8.6,3,30,10,11,13,11,21,70,83,0.2,1020,15,6,288,14,0
2013-10-10,9.295057805761475,12,6,0.0,8.6,2,37,3,5,8,5,34,43,70,0.0,1018,12,10,321,23,0
2013-10-11,9.8737308507775,13,7,0.0,7.0,3,44,8,7,10,7,37,77,86,13.6,1017,13,9,134,24,0
2013-10-12,9.597023808870967,13,9,0.0,10.1,3,51,8,10,11,10,19,66,83,6.5,1018,13,9,114,13,1
2013-10-13,10.967507297637342,12,8,0.0,7.0,2,58,8,7,9,7,23,83,95,23.9,1010,12,7,280,14,1
2013-10-14,10.03085782887608,11,7,0.0,5.4,2,64,8,6,9,6,18,96,94,2.7,1007,11,7,238,12,0
2013-10-15,9.642349740453758,13,7,0.0,10.8,3,71,8,8,10,8,16,59,89,0.5,1010,13,7,260,11,0
2013-10-16,9.973117715233698,14,6,0.0,6.9,3,78,9,8,10,8,25,62,96,9.3,1010,14,6,149,14,0
2013-10-17,9.471033686583255,17,10,0.0,10.0,3,85,11,12,13,12,26,38,88,0.7,1013,17,9,244,15,0
2013-10-18,9.360215124263998,17,10,0.0,10.0,3,91,11,12,13,12,18,66,91,0.2,1014,17,7,155,11,0
2013-10-19,9.621036944275543,18,12,0.0,7.1,4,98,12,13,14,13,25,51,90,0.2,1006,18,9,178,15,1
2013-10-20,10.165735323060636,17,11,0.0,7.1,3,95,11,12,13,12,28,42,88,1.2,1006,17,10,187,17,1
2013-10-21,9.472617901616939,16,12,0.0,5.4,3,88,13,13,14,13,31,59,93,0.7,1006,16,8,184,18,0
2013-10-22,9.311661470284834,18,14,0.0,5.4,4,81,14,14,15,14,32,43,90,1.3,998,18,10,171,19,0
2013-10-23,9.17752810922218,16,11,0.0,7.1,3,75,11,13,14,13,31,38,84,0.3,999,16,9,219,20,0
2013-10-24,9.201848314764197,17,9,0.0,8.7,3,68,10,11,12,11,17,28,88,0.1,1013,17,7,170,11,0
2013-10-25,9.181840584751637,18,12,0.0,7.1,4,61,13,14,15,14,32,51,88,2.9,1005,18,8,169,20,0
2013-10-26,9.615820562148633,16,13,0.0,3.8,3,54,12,13,14,13,32,71,91,0.8,1005,16,9,198,20,1
2013-10-27,10.330035425125144,15,11,0.0,7.0,3,48,10,11,13,11,37,57,83,2.4,997,15,9,213,24,1
2013-10-28,9.8814403397806,14,8,0.0,5.4,3,41,10,10,12,10,40,61,85,7.7,992,14,9,219,27,0
2013-10-29,9.914410665652676,12,7,0.0,8.7,3,34,6,6,8,6,29,22,83,0.4,1010,12,10,253,18,0
2013-10-30,9.929816675755825,13,5,0.0,8.7,2,27,6,6,9,6,23,23,86,1.0,1020,13,9,222,14,0
2013-10-31,9.970303794972066,14,10,0.0,5.4,3,21,10,10,12,10,25,84,91,2.9,1017,14,10,213,15,0
2013-11-01,9.821781351666345,15,11,0.0,3.7,3,14,11,11,12,11,19,89,94,1.8,1009,15,5,193,13,0
2013-11-02,9.977709802137493,14,8,0.0,5.3,3,7,8,8,10,8,25,66,89,0.7,999,14,6,187,16,1
2013-11-03,11.044185633660698,11,6,0.0,8.7,2,0,4,4,8,4,35,27,81,2.4,999,11,10,221,21,1
2013-11-04,10.321917919788055,9,5,0.0,8.7,3,7,5,4,7,4,25,39,87,8.2,992,9,9,290,17,0
2013-11-05,10.710369121202776,12,4,0.0,5.2,2,13,6,5,8,5,28,55,91,3.6,994,12,7,231,17,0
2013-11-06,10.478511466351899,14,7,0.0,3.5,3,20,9,8,10,8,27,72,96,2.2,999,14,7,223,16,0
2013-11-07,10.119346701947551,12,8,0.0,8.7,3,27,8,9,11,9,19,46,87,0.2,1006,12,8,251,13,0
2013-11-08,10.531173643758441,12,6,0.0,5.2,2,34,6,6,8,6,19,66,91,1.0,1006,12,6,215,12,0
2013-11-09,11.306920570387508,10,4,0.0,6.9,2,40,5,3,6,3,18,60,92,0.7,1006,10,7,234,11,1
2013-11-10,11.553900733153432,8,3,0.0,8.7,2,47,4,2,5,2,20,36,91,3.9,1014,8,9,289,12,1
2013-11-11,11.00790902066307,12,3,0.0,3.4,2,54,7,6,8,6,28,78,94,4.8,1022,12,8,180,16,0
2013-11-12,10.404712577565586,11,8,0.0,6.9,3,61,9,9,10,9,18,57,93,3.7,1025,11,6,307,12,0
2013-11-13,10.669635555591979,9,4,0.0,8.7,3,68,5,5,7,5,14,12,87,0.0,1032,9,8,266,9,0
2013-11-14,10.644338284744455,9,4,0.0,8.7,3,74,4,3,6,3,34,34,86,0.3,1023,9,10,285,20,0
2013-11-15,10.788005591880424,8,2,0.0,8.7,3,81,2,1,5,1,22,9,86,0.0,1032,8,10,221,13,0
2013-11-16,11.295799882863758,9,3,0.0,8.7,2,88,4,4,6,4,11,22,87,0.0,1031,9,9,298,7,1
2013-11-17,11.881618532239383,9,4,0.0,3.3,2,95,6,5,7,5,11,80,95,0.2,1024,9,3,68,6,1
2013-11-18,11.044271902527981,9,6,0.0,5.1,2,100,7,7,8,7,10,88,95,0.5,1011,9,3,254,6,0
2013-11-19,11.095023002976996,5,1,0.0,8.7,2,92,1,-1,3,-1,25,19,87,0.0,1013,5,10,319,16,0
2013-11-20,11.833861621637315,5,-1,0.0,5.1,1,85,1,-2,2,-2,29,56,93,6.0,1004,5,9,261,17,0
2013-11-21,11.63428671185587,6,2,0.0,8.7,1,78,2,-1,3,-1,32,52,92,2.9,1003,6,10,174,19,0
2013-11-22,11.509981008546513,7,2,0.0,8.7,1,72,2,-1,3,-1,32,39,88,0.1,1017,7,10,310,19,0
2013-11-23,11.770955990519582,6,2,0.0,6.9,1,65,3,0,4,0,25,63,93,0.2,1023,6,10,309,16,1
2013-11-24,12.427183924970805,7,1,0.0,5.1,2,58,3,0,4,0,26,48,93,0.1,1029,7,10,260,15,1
2013-11-25,11.567541650389256,6,1,0.0,8.2,2,51,2,-1,3,-1,24,36,92,0.0,1037,6,10,344,14,0
2013-11-26,11.44326819772285,6,0,0.0,8.2,1,44,1,-1,2,-1,18,41,92,0.0,1038,6,7,328,10,0
2013-11-27,11.525598206644583,9,2,0.0,3.1,2,38,6,5,6,5,11,94,97,0.3,1034,9,2,239,6,0
2013-11-28,11.053484506860261,8,4,0.0,6.8,2,31,5,4,6,4,13,75,96,0.0,1034,8,2,210,7,0
2013-11-29,10.996838790175438,10,5,0.0,3.1,2,24,5,4,7,4,28,77,91,0.0,1027,10,8,269,17,0
2013-11-30,11.530147006667965,7,2,0.0,8.1,2,17,2,0,4,0,27,32,91,0.0,1026,7,9,329,16,1
2013-12-01,12.262636115288611,7,1,0.0,6.8,1,11,3,2,4,2,16,34,94,0.0,1032,7,6,246,9,1
2013-12-02,11.239042128847279,9,3,0.0,8.1,2,4,4,3,5,3,17,54,94,0.0,1034,9,5,45,9,0
2013-12-03,11.414006242282927,6,2,0.0,3.0,1,3,2,2,4,2,10,54,88,0.0,1029,6,7,159,6,0
2013-12-04,11.356104389268292,8,4,0.0,4.9,2,10,4,2,5,2,22,50,89,0.0,1028,8,10,282,14,0
2013-12-05,11.815181587614589,8,0,0.0,6.8,2,17,2,0,4,0,42,22,88,0.0,1024,8,10,254,24,0
2013-12-06,11.605175194882813,6,2,0.0,8.0,1,23,2,0,4,0,28,43,88,0.1,1027,6,9,270,16,0
2013-12-07,11.924261913085939,9,5,0.0,8.0,3,30,5,3,6,3,24,56,94,0.0,1026,9,10,253,14,1
2013-12-08,12.080541302382347,10,4,0.0,6.8,2,37,5,3,7,3,31,44,93,0.0,1025,10,10,238,17,1
2013-12-09,11.223678124609375,10,5,0.0,8.0,2,44,6,4,7,4,25,33,94,0.0,1028,10,9,220,14,0
2013-12-10,11.378429996851779,9,4,0.0,8.0,2,50,4,3,5,3,19,31,93,0.0,1031,9,6,181,10,0
2013-12-11,11.707710958962819,8,3,0.0,8.0,3,57,3,2,5,2,20,12,88,0.0,1029,8,9,161,11,0
2013-12-12,11.641280485045998,9,4,0.0,6.8,2,64,4,3,6,3,26,40,92,0.0,1025,9,10,187,13,0
2013-12-13,11.392124632381138,10,7,0.0,3.0,2,71,8,6,9,6,29,73,95,2.4,1020,10,8,197,17,0
2013-12-14,11.736654732785603,10,4,0.0,6.8,2,77,5,4,7,4,37,43,87,0.2,1022,10,9,217,22,1
2013-12-15,12.257546770273972,12,9,0.0,4.8,3,84,10,7,10,7,39,78,94,2.3,1019,12,7,198,24,1
2013-12-16,11.170061069289488,12,9,0.0,1.9,3,91,10,8,11,8,36,99,94,3.7,1016,12,8,225,24,0
2013-12-17,11.370127618027011,6,5,0.0,3.8,2,98,5,4,6,4,10,82,94,9.0,1022,6,8,207,7,0
2013-12-18,11.299923288375734,10,4,0.0,5.8,2,95,6,4,7,4,37,68,93,5.6,1009,10,7,199,22,0
2013-12-19,11.444299355214245,7,4,0.0,5.8,3,89,4,2,6,2,27,41,88,8.7,1002,7,9,222,16,0
2013-12-20,11.489317353375073,7,3,0.0,5.8,2,82,3,1,5,1,36,28,89,0.1,1018,7,10,215,20,0
2013-12-21,12.1239978481409,11,9,0.0,1.9,2,75,9,6,10,6,53,89,94,7.6,1013,11,8,197,33,1
2013-12-22,11.942015860700998,9,4,0.0,5.8,2,68,5,3,7,3,38,23,88,1.7,1010,9,10,223,22,1
2013-12-23,12.046325175900547,10,3,0.0,1.9,2,62,6,3,7,3,48,79,92,8.1,1000,10,8,190,29,0
2013-12-24,11.9816715628868,10,5,0.0,5.8,2,55,6,4,8,4,43,56,88,7.8,979,10,9,199,27,0
2013-12-25,12.542846951048404,8,3,0.0,5.8,3,48,3,2,5,2,25,34,90,0.1,984,8,8,190,14,1
2013-12-26,11.655858515167548,6,1,0.0,5.8,1,41,2,1,3,1,20,34,93,0.0,994,6,8,224,11,1
2013-12-27,11.661978447570533,10,6,0.0,5.8,2,34,6,3,8,3,51,42,87,1.6,987,10,10,201,30,0
2013-12-28,11.616782480638841,7,4,0.0,5.8,3,28,3,2,5,2,25,21,86,0.0,997,7,10,229,14,1
2013-12-29,11.973592787575935,6,1,0.0,5.8,2,21,2,-1,3,-1,29,22,91,0.0,1014,6,10,243,15,1
2013-12-30,11.813610424926514,9,6,0.0,3.9,2,14,6,3,7,3,48,68,91,6.5,1011,9,7,193,27,0
2013-12-31,11.91391723983134,10,5,0.0,2.0,2,7,7,4,7,4,34,72,95,4.4,1005,10,9,182,20,0
2014-01-01,12.302586389860757,9,6,0.0,2.0,2,1,6,3,7,3,47,75,93,16.0,994,9,8,176,28,1
